OrderNumber,OrderDate,Revenue
SO - 0001625,2018-11-29,7437.0
SO - 0001626,2018-11-29,3235.095
SO - 0001627,2018-11-29,24946.109999999997
SO - 0001628,2018-11-29,14817.719999999998
SO - 0001629,2018-11-29,18534.879999999997
SO - 0001630,2018-11-29,973.8449999999999
SO - 0001631,2018-11-29,8230.949999999999
SO - 0001632,2018-11-29,15972.800000000001
SO - 0001633,2018-11-30,26965.825
SO - 0001634,2018-11-30,1065.97
SO - 0001635,2018-11-30,30348.319999999996
SO - 0001636,2018-11-30,482.40000000000003
SO - 0001637,2018-11-30,19360.99
SO - 0001638,2018-11-30,4561.36
SO - 0001639,2018-11-30,865.64
SO - 0001640,2018-12-01,1567.8
SO - 0001641,2018-12-01,3115.5
SO - 0001642,2018-12-01,13213.739999999998
SO - 0001643,2018-12-01,2255.8900000000003
SO - 0001644,2018-12-01,9020.88
SO - 0001645,2018-12-02,14130.3
SO - 0001646,2018-12-02,1640.16
SO - 0001647,2018-12-02,16009.65
SO - 0001648,2018-12-02,8815.859999999999
SO - 0001649,2018-12-02,3867.2400000000002
SO - 0001650,2018-12-02,12397.68
SO - 0001651,2018-12-03,29228.08
SO - 0001652,2018-12-03,3248.1600000000003
SO - 0001653,2018-12-03,12085.125
SO - 0001654,2018-12-03,10077.135000000002
SO - 0001655,2018-12-03,3150.6749999999997
SO - 0001656,2018-12-03,888.42
SO - 0001657,2018-12-03,23117.68
SO - 0001658,2018-12-03,8118.725
SO - 0001659,2018-12-03,2176.83
SO - 0001660,2018-12-03,5081.28
SO - 0001661,2018-12-03,7670.16
SO - 0001662,2018-12-03,723.6
SO - 0001663,2018-12-04,7133.49
SO - 0001664,2018-12-04,3781.48
SO - 0001665,2018-12-04,3049.17
SO - 0001666,2018-12-04,4233.0599999999995
SO - 0001667,2018-12-04,6027.655
SO - 0001668,2018-12-04,30355.020000000004
SO - 0001669,2018-12-04,5881.259999999999
SO - 0001670,2018-12-04,9140.14
SO - 0001671,2018-12-04,2045.1750000000002
SO - 0001672,2018-12-04,8211.6875
SO - 0001673,2018-12-04,2020.385
SO - 0001674,2018-12-04,1152.735
SO - 0001675,2018-12-04,6512.400000000001
SO - 0001676,2018-12-05,13634.5
SO - 0001677,2018-12-05,13820.76
SO - 0001678,2018-12-05,1594.6
SO - 0001679,2018-12-05,3841.109999999999
SO - 0001680,2018-12-05,1436.48
SO - 0001681,2018-12-05,4028.04
SO - 0001682,2018-12-06,2069.965
SO - 0001683,2018-12-06,14134.32
SO - 0001684,2018-12-06,6976.039999999999
SO - 0001685,2018-12-06,996.9599999999999
SO - 0001686,2018-12-06,1828.2625
SO - 0001687,2018-12-06,13462.98
SO - 0001688,2018-12-06,1977.84
SO - 0001689,2018-12-06,1667.63
SO - 0001690,2018-12-06,11487.15
SO - 0001691,2018-12-06,7790.759999999999
SO - 0001692,2018-12-06,6218.9400000000005
SO - 0001693,2018-12-07,28718.88
SO - 0001694,2018-12-07,6172.710000000001
SO - 0001695,2018-12-07,8908.320000000002
SO - 0001696,2018-12-07,21806.489999999998
SO - 0001697,2018-12-07,4577.44
SO - 0001698,2018-12-07,5453.8
SO - 0001699,2018-12-07,11711.599999999999
SO - 0001700,2018-12-07,4631.040000000001
SO - 0001701,2018-12-08,5177.760000000001
SO - 0001702,2018-12-08,16272.96
SO - 0001703,2018-12-08,13233.840000000004
SO - 0001704,2018-12-08,1578.5199999999998
SO - 0001705,2018-12-08,3819.0
SO - 0001706,2018-12-08,9017.362500000001
SO - 0001707,2018-12-08,1127.945
SO - 0001708,2018-12-08,7574.349999999999
SO - 0001709,2018-12-08,39366.520000000004
SO - 0001710,2018-12-09,13349.08
SO - 0001711,2018-12-09,2959.725
SO - 0001712,2018-12-09,21413.2
SO - 0001713,2018-12-09,5028.349999999999
SO - 0001714,2018-12-09,1050.225
SO - 0001715,2018-12-09,2966.76
SO - 0001716,2018-12-09,32194.170000000006
SO - 0001717,2018-12-09,1007.0100000000001
SO - 0001718,2018-12-09,9916.0
SO - 0001719,2018-12-10,29380.84
SO - 0001720,2018-12-10,880.0450000000001
SO - 0001721,2018-12-11,31198.215000000004
SO - 0001722,2018-12-11,10799.730000000001
SO - 0001723,2018-12-11,12157.15
SO - 0001724,2018-12-11,1453.8999999999999
SO - 0001725,2018-12-11,42254.555
SO - 0001726,2018-12-11,3276.2999999999997
SO - 0001727,2018-12-11,11056.005000000001
SO - 0001728,2018-12-11,14037.839999999998
SO - 0001729,2018-12-11,1616.7099999999998
SO - 0001730,2018-12-12,1857.24
SO - 0001731,2018-12-12,1437.8200000000002
SO - 0001732,2018-12-12,3730.56
SO - 0001733,2018-12-12,7203.84
SO - 0001734,2018-12-12,591.9449999999999
SO - 0001735,2018-12-12,3569.7600000000007
SO - 0001736,2018-12-12,1344.8574999999998
SO - 0001737,2018-12-12,15575.49
SO - 0001738,2018-12-12,8048.039999999999
SO - 0001739,2018-12-12,14745.359999999999
SO - 0001740,2018-12-12,6711.389999999999
SO - 0001741,2018-12-12,5418.960000000001
SO - 0001742,2018-12-12,942.02
SO - 0001743,2018-12-12,8651.710000000001
SO - 0001744,2018-12-13,19348.594999999998
SO - 0001745,2018-12-13,4028.04
SO - 0001746,2018-12-13,12677.069999999998
SO - 0001747,2018-12-13,9112.0
SO - 0001748,2018-12-13,10548.480000000001
SO - 0001749,2018-12-13,3497.4
SO - 0001750,2018-12-13,1088.0800000000002
SO - 0001751,2018-12-13,21490.92
SO - 0001752,2018-12-14,1024.765
SO - 0001753,2018-12-14,16039.8
SO - 0001754,2018-12-14,4404.579999999999
SO - 0001755,2018-12-14,6965.990000000001
SO - 0001756,2018-12-14,9358.560000000001
SO - 0001757,2018-12-14,3131.5799999999995
SO - 0001758,2018-12-14,20985.404999999995
SO - 0001759,2018-12-14,10720.0
SO - 0001760,2018-12-14,28292.425
SO - 0001761,2018-12-15,14472.0
SO - 0001762,2018-12-15,7325.445000000001
SO - 0001763,2018-12-15,13138.7
SO - 0001764,2018-12-15,318.91999999999996
SO - 0001765,2018-12-15,5410.25
SO - 0001766,2018-12-15,4271.25
SO - 0001767,2018-12-15,9540.800000000001
SO - 0001768,2018-12-15,6186.780000000001
SO - 0001769,2018-12-15,7236.0
SO - 0001770,2018-12-15,3411.64
SO - 0001771,2018-12-15,2990.8800000000006
SO - 0001772,2018-12-15,783.23
SO - 0001773,2018-12-15,2902.4399999999996
SO - 0001774,2018-12-15,4722.495
SO - 0001775,2018-12-16,8577.34
SO - 0001776,2018-12-16,5317.455000000001
SO - 0001777,2018-12-16,632.145
SO - 0001778,2018-12-16,3272.28
SO - 0001779,2018-12-17,1025.1000000000001
SO - 0001780,2018-12-17,365.81999999999994
SO - 0001781,2018-12-17,7230.639999999999
SO - 0001782,2018-12-17,636.5
SO - 0001783,2018-12-17,39055.63999999999
SO - 0001784,2018-12-17,1425.76
SO - 0001785,2018-12-18,6879.56
SO - 0001786,2018-12-18,6606.869999999999
SO - 0001787,2018-12-18,3017.0099999999998
SO - 0001788,2018-12-18,6355.62
SO - 0001789,2018-12-18,5286.3
SO - 0001790,2018-12-18,6916.410000000001
SO - 0001791,2018-12-18,25378.7625
SO - 0001792,2018-12-18,2330.2599999999998
SO - 0001793,2018-12-18,8132.459999999999
SO - 0001794,2018-12-19,3433.4150000000004
SO - 0001795,2018-12-19,3806.2699999999995
SO - 0001796,2018-12-19,10847.970000000001
SO - 0001797,2018-12-19,1973.1499999999999
SO - 0001798,2018-12-19,1157.76
SO - 0001799,2018-12-19,999.3050000000001
SO - 0001800,2018-12-19,1338.66
SO - 0001801,2018-12-20,1527.6
SO - 0001802,2018-12-20,927.28
SO - 0001803,2018-12-20,5422.98
SO - 0001804,2018-12-20,19031.35
SO - 0001805,2018-12-20,36571.44750000001
SO - 0001806,2018-12-20,18649.45
SO - 0001807,2018-12-20,39416.1
SO - 0001808,2018-12-20,25285.800000000003
SO - 0001809,2018-12-20,18840.4
SO - 0001810,2018-12-20,5092.0
SO - 0001811,2018-12-20,7201.495000000001
SO - 0001812,2018-12-20,7507.35
SO - 0001813,2018-12-20,7542.525
SO - 0001814,2018-12-21,911.1999999999999
SO - 0001815,2018-12-21,7091.279999999999
SO - 0001816,2018-12-21,12252.625
SO - 0001817,2018-12-21,4783.8
SO - 0001818,2018-12-21,42325.24
SO - 0001819,2018-12-21,12679.08
SO - 0001820,2018-12-21,3816.3199999999997
SO - 0001821,2018-12-21,11279.45
SO - 0001822,2018-12-21,5726.49
SO - 0001823,2018-12-21,2304.13
SO - 0001824,2018-12-21,3817.66
SO - 0001825,2018-12-21,5745.92
SO - 0001826,2018-12-22,11679.775
SO - 0001827,2018-12-22,2122.56
SO - 0001828,2018-12-22,3220.0200000000004
SO - 0001829,2018-12-22,7043.040000000001
SO - 0001830,2018-12-22,46693.63999999999
SO - 0001831,2018-12-22,5372.0599999999995
SO - 0001832,2018-12-22,2540.64
SO - 0001833,2018-12-22,6897.8175
SO - 0001834,2018-12-23,6172.710000000001
SO - 0001835,2018-12-23,22802.78
SO - 0001836,2018-12-23,1543.68
SO - 0001837,2018-12-23,34401.15
SO - 0001838,2018-12-23,17449.48
SO - 0001839,2018-12-23,11276.1
SO - 0001840,2018-12-23,1636.14
SO - 0001841,2018-12-23,24641.260000000002
SO - 0001842,2018-12-23,7375.360000000001
SO - 0001843,2018-12-23,10634.910000000002
SO - 0001844,2018-12-23,3309.7999999999997
SO - 0001845,2018-12-23,6874.2
SO - 0001846,2018-12-23,9110.325
SO - 0001847,2018-12-23,4932.875
SO - 0001848,2018-12-23,20265.825
SO - 0001849,2018-12-23,14817.72
SO - 0001850,2018-12-23,7536.16
SO - 0001851,2018-12-24,20278.22
SO - 0001852,2018-12-24,10560.539999999999
SO - 0001853,2018-12-24,4257.18
SO - 0001854,2018-12-24,7784.060000000001
SO - 0001855,2018-12-24,12874.050000000001
SO - 0001856,2018-12-24,26990.112500000003
SO - 0001857,2018-12-24,1094.78
SO - 0001858,2018-12-25,2491.395
SO - 0001859,2018-12-25,4726.849999999999
SO - 0001860,2018-12-25,3634.4149999999995
SO - 0001861,2018-12-25,7459.78
SO - 0001862,2018-12-25,13481.069999999998
SO - 0001863,2018-12-25,2730.585
SO - 0001864,2018-12-25,5289.3150000000005
SO - 0001865,2018-12-25,8115.375
SO - 0001866,2018-12-25,16745.645
SO - 0001867,2018-12-25,4618.98
SO - 0001868,2018-12-25,8887.215
SO - 0001869,2018-12-26,12109.914999999999
SO - 0001870,2018-12-26,17768.399999999998
SO - 0001871,2018-12-26,4341.599999999999
SO - 0001872,2018-12-26,10629.55
SO - 0001873,2018-12-26,4958.0
SO - 0001874,2018-12-26,2948.6699999999996
SO - 0001875,2018-12-26,6886.26
SO - 0001876,2018-12-26,1157.7600000000002
SO - 0001877,2018-12-26,16743.3
SO - 0001878,2018-12-26,10188.69
SO - 0001879,2018-12-26,4134.57
SO - 0001880,2018-12-27,13882.400000000001
SO - 0001881,2018-12-27,4805.575
SO - 0001882,2018-12-27,3946.2999999999997
SO - 0001883,2018-12-27,6371.365
SO - 0001884,2018-12-27,3423.7
SO - 0001885,2018-12-27,17547.3
SO - 0001886,2018-12-27,4648.125
SO - 0001887,2018-12-27,8433.625
SO - 0001888,2018-12-27,5740.5599999999995
SO - 0001889,2018-12-28,2087.72
SO - 0001890,2018-12-28,9197.425
SO - 0001891,2018-12-28,10895.205
SO - 0001892,2018-12-28,20433.157499999998
SO - 0001893,2018-12-28,29599.260000000002
SO - 0001894,2018-12-28,2020.385
SO - 0001895,2018-12-29,3417.0
SO - 0001896,2018-12-29,725.6099999999999
SO - 0001897,2018-12-29,1705.82
SO - 0001898,2018-12-29,6645.0599999999995
SO - 0001899,2018-12-29,4090.3500000000004
SO - 0001900,2018-12-29,31548.959999999995
SO - 0001901,2018-12-29,7635.32
SO - 0001902,2018-12-29,8254.4
SO - 0001903,2018-12-29,2565.7650000000003
SO - 0001904,2018-12-29,11043.945000000002
SO - 0001905,2018-12-29,9980.32
SO - 0001906,2018-12-29,3588.3525
SO - 0001907,2018-12-29,8152.5599999999995
SO - 0001908,2018-12-29,1206.0
SO - 0001909,2018-12-30,41196.96
SO - 0001910,2018-12-30,2930.58
SO - 0001911,2018-12-30,2321.55
SO - 0001912,2018-12-30,29279.0
SO - 0001913,2018-12-30,6287.28
SO - 0001914,2018-12-30,11132.384999999998
SO - 0001915,2018-12-30,229.14
SO - 0001916,2018-12-30,1983.2
SO - 0001917,2018-12-30,4510.44
SO - 0001918,2018-12-30,19782.420000000002
SO - 0001919,2018-12-30,5177.76
SO - 0001920,2018-12-30,23652.34
SO - 0001921,2018-12-30,7163.639999999999
SO - 0001922,2018-12-30,1591.92
SO - 0001923,2018-12-30,48221.24
SO - 0001924,2018-12-31,1924.9099999999999
SO - 0001925,2018-12-31,2876.98
SO - 0001926,2018-12-31,5607.900000000001
SO - 0001927,2018-12-31,5461.17
SO - 0001928,2018-12-31,1670.3100000000002
SO - 0001929,2018-12-31,4499.05
SO - 0001930,2018-12-31,13907.19
SO - 0001931,2018-12-31,6594.14
SO - 0001932,2018-12-31,3997.2200000000003
SO - 0001933,2018-12-31,1018.4000000000001
SO - 0001934,2018-12-31,5292.665000000001
SO - 0001935,2018-12-31,20791.44
SO - 0001936,2018-12-31,8249.04
SO - 0001937,2019-01-01,6861.469999999999
SO - 0001938,2019-01-01,8676.5
SO - 0001939,2019-01-01,7437.0
SO - 0001940,2019-01-01,39069.04000000001
SO - 0001941,2019-01-01,6179.075
SO - 0001942,2019-01-01,5435.71
SO - 0001943,2019-01-01,1369.48
SO - 0001944,2019-01-01,10597.725
SO - 0001945,2019-01-01,9865.080000000002
SO - 0001946,2019-01-01,2152.7099999999996
SO - 0001947,2019-01-01,471.01
SO - 0001948,2019-01-01,4313.46
SO - 0001949,2019-01-01,41121.920000000006
SO - 0001950,2019-01-01,8372.8225
SO - 0001951,2019-01-01,5267.875
SO - 0001952,2019-01-02,12325.319999999998
SO - 0001953,2019-01-02,8131.12
SO - 0001954,2019-01-02,1822.3999999999999
SO - 0001955,2019-01-02,5879.25
SO - 0001956,2019-01-02,10950.982500000002
SO - 0001957,2019-01-02,5778.079999999999
SO - 0001958,2019-01-02,14482.719999999998
SO - 0001959,2019-01-02,9547.5
SO - 0001960,2019-01-02,17554.670000000002
SO - 0001961,2019-01-03,999.3050000000001
SO - 0001962,2019-01-03,999.3050000000001
SO - 0001963,2019-01-03,13321.945
SO - 0001964,2019-01-03,3182.5
SO - 0001965,2019-01-03,27624.1
SO - 0001966,2019-01-03,7797.125
SO - 0001967,2019-01-03,5370.720000000001
SO - 0001968,2019-01-03,26151.440000000002
SO - 0001969,2019-01-03,7176.705
SO - 0001970,2019-01-03,32543.910000000003
SO - 0001971,2019-01-03,8993.744999999999
SO - 0001972,2019-01-04,14750.720000000001
SO - 0001973,2019-01-04,10941.435
SO - 0001974,2019-01-04,1206.0
SO - 0001975,2019-01-04,14018.745000000003
SO - 0001976,2019-01-04,10960.53
SO - 0001977,2019-01-04,6053.115
SO - 0001978,2019-01-04,4783.8
SO - 0001979,2019-01-04,13584.92
SO - 0001980,2019-01-04,696.8000000000001
SO - 0001981,2019-01-04,20712.045000000002
SO - 0001982,2019-01-04,13440.199999999999
SO - 0001983,2019-01-04,3006.96
SO - 0001984,2019-01-04,18280.28
SO - 0001985,2019-01-04,11686.14
SO - 0001986,2019-01-04,409.035
SO - 0001987,2019-01-04,2539.635
SO - 0001988,2019-01-04,2268.285
SO - 0001989,2019-01-05,21170.660000000003
SO - 0001990,2019-01-05,21297.29
SO - 0001991,2019-01-05,7748.55
SO - 0001992,2019-01-05,2154.72
SO - 0001993,2019-01-05,7784.060000000001
SO - 0001994,2019-01-05,5155.65
SO - 0001995,2019-01-05,18178.440000000002
SO - 0001996,2019-01-05,8096.279999999999
SO - 0001997,2019-01-05,7437.0
SO - 0001998,2019-01-05,5509.5775
SO - 0001999,2019-01-06,18245.44
SO - 0002000,2019-01-06,3678.97
SO - 0002001,2019-01-06,241.86999999999998
SO - 0002002,2019-01-06,21163.625
SO - 0002003,2019-01-06,1028.785
SO - 0002004,2019-01-06,2340.645
SO - 0002005,2019-01-06,1826.755
SO - 0002006,2019-01-07,9483.85
SO - 0002007,2019-01-07,26376.559999999998
SO - 0002008,2019-01-07,3723.5249999999996
SO - 0002009,2019-01-07,4610.94
SO - 0002010,2019-01-07,5957.64
SO - 0002011,2019-01-07,922.5899999999999
SO - 0002012,2019-01-07,9841.630000000001
SO - 0002013,2019-01-07,3321.86
SO - 0002014,2019-01-07,7879.200000000001
SO - 0002015,2019-01-07,1028.785
SO - 0002016,2019-01-07,5016.960000000001
SO - 0002017,2019-01-08,3817.66
SO - 0002018,2019-01-08,7095.3
SO - 0002019,2019-01-08,633.15
SO - 0002020,2019-01-08,18524.160000000003
SO - 0002021,2019-01-08,827.4499999999999
SO - 0002022,2019-01-08,994.95
SO - 0002023,2019-01-08,14179.880000000001
SO - 0002024,2019-01-08,7288.26
SO - 0002025,2019-01-08,3907.4400000000005
SO - 0002026,2019-01-08,17421.004999999997
SO - 0002027,2019-01-08,22500.274999999998
SO - 0002028,2019-01-08,6212.24
SO - 0002029,2019-01-08,1941.66
SO - 0002030,2019-01-09,14890.08
SO - 0002031,2019-01-09,30208.289999999997
SO - 0002032,2019-01-09,929.625
SO - 0002033,2019-01-09,18852.795000000002
SO - 0002034,2019-01-09,5752.62
SO - 0002035,2019-01-09,18375.5875
SO - 0002036,2019-01-09,15072.32
SO - 0002037,2019-01-09,2315.52
SO - 0002038,2019-01-09,2272.3050000000003
SO - 0002039,2019-01-10,22399.440000000002
SO - 0002040,2019-01-10,5065.2
SO - 0002041,2019-01-10,15865.6
SO - 0002042,2019-01-10,11966.199999999999
SO - 0002043,2019-01-10,935.8225000000001
SO - 0002044,2019-01-10,1425.76
SO - 0002045,2019-01-10,1859.92
SO - 0002046,2019-01-10,16528.7325
SO - 0002047,2019-01-10,5060.175
SO - 0002048,2019-01-10,10839.4275
SO - 0002049,2019-01-10,10299.24
SO - 0002050,2019-01-10,2654.2049999999995
SO - 0002051,2019-01-10,6941.200000000001
SO - 0002052,2019-01-10,820.0799999999999
SO - 0002053,2019-01-11,14028.46
SO - 0002054,2019-01-11,2444.16
SO - 0002055,2019-01-11,2134.6200000000003
SO - 0002056,2019-01-11,30789.179999999997
SO - 0002057,2019-01-11,29788.199999999997
SO - 0002058,2019-01-11,1998.6100000000001
SO - 0002059,2019-01-11,7739.839999999999
SO - 0002060,2019-01-11,4486.990000000001
SO - 0002061,2019-01-11,20450.745000000003
SO - 0002062,2019-01-11,26821.440000000002
SO - 0002063,2019-01-11,2701.44
SO - 0002064,2019-01-12,5779.42
SO - 0002065,2019-01-12,3473.2799999999997
SO - 0002066,2019-01-12,347.06
SO - 0002067,2019-01-12,1793.925
SO - 0002068,2019-01-12,29126.239999999998
SO - 0002069,2019-01-12,20381.4
SO - 0002070,2019-01-12,1163.12
SO - 0002071,2019-01-12,15570.800000000001
SO - 0002072,2019-01-12,16752.679999999997
SO - 0002073,2019-01-12,5404.22
SO - 0002074,2019-01-13,37203.424999999996
SO - 0002075,2019-01-13,5057.16
SO - 0002076,2019-01-13,5925.815
SO - 0002077,2019-01-13,20622.6
SO - 0002078,2019-01-13,3199.92
SO - 0002079,2019-01-14,6897.8175
SO - 0002080,2019-01-14,209.04
SO - 0002081,2019-01-14,24441.600000000002
SO - 0002082,2019-01-14,1005.6699999999998
SO - 0002083,2019-01-14,7782.72
SO - 0002084,2019-01-15,47695.96
SO - 0002085,2019-01-15,922.59
SO - 0002086,2019-01-15,6785.089999999999
SO - 0002087,2019-01-15,15351.04
SO - 0002088,2019-01-15,6174.049999999999
SO - 0002089,2019-01-15,5002.89
SO - 0002090,2019-01-15,5703.040000000001
SO - 0002091,2019-01-15,22582.350000000002
SO - 0002092,2019-01-15,3768.08
SO - 0002093,2019-01-15,5433.03
SO - 0002094,2019-01-16,827.4499999999999
SO - 0002095,2019-01-16,7201.495000000001
SO - 0002096,2019-01-16,1560.4299999999998
SO - 0002097,2019-01-16,1487.4
SO - 0002098,2019-01-16,4534.5599999999995
SO - 0002099,2019-01-17,7911.36
SO - 0002100,2019-01-17,6302.857500000001
SO - 0002101,2019-01-17,7485.240000000001
SO - 0002102,2019-01-17,3691.7
SO - 0002103,2019-01-17,6767.67
SO - 0002104,2019-01-17,3123.54
SO - 0002105,2019-01-17,22024.239999999998
SO - 0002106,2019-01-17,12735.359999999999
SO - 0002107,2019-01-17,6777.72
SO - 0002108,2019-01-17,14945.02
SO - 0002109,2019-01-17,14477.36
SO - 0002110,2019-01-18,4157.349999999999
SO - 0002111,2019-01-18,9949.5
SO - 0002112,2019-01-18,1069.32
SO - 0002113,2019-01-18,985.4025
SO - 0002114,2019-01-18,12287.8
SO - 0002115,2019-01-18,36918.5075
SO - 0002116,2019-01-18,8645.009999999998
SO - 0002117,2019-01-19,2068.29
SO - 0002118,2019-01-19,19006.559999999998
SO - 0002119,2019-01-19,12866.01
SO - 0002120,2019-01-19,321.6
SO - 0002121,2019-01-19,7633.9800000000005
SO - 0002122,2019-01-19,1591.92
SO - 0002123,2019-01-19,14279.04
SO - 0002124,2019-01-20,29635.44
SO - 0002125,2019-01-20,731.9749999999999
SO - 0002126,2019-01-20,7892.599999999999
SO - 0002127,2019-01-20,1507.5
SO - 0002128,2019-01-20,18164.872499999998
SO - 0002129,2019-01-20,687.42
SO - 0002130,2019-01-20,209.04
SO - 0002131,2019-01-20,2767.77
SO - 0002132,2019-01-20,3373.45
SO - 0002133,2019-01-20,16272.96
SO - 0002134,2019-01-20,668.3249999999999
SO - 0002135,2019-01-20,11329.699999999999
SO - 0002136,2019-01-20,1973.1499999999999
SO - 0002137,2019-01-20,2305.4700000000003
SO - 0002138,2019-01-20,7107.36
SO - 0002139,2019-01-20,7412.879999999999
SO - 0002140,2019-01-20,15046.86
SO - 0002141,2019-01-20,17221.68
SO - 0002142,2019-01-20,5246.1
SO - 0002143,2019-01-21,7127.459999999999
SO - 0002144,2019-01-21,7288.259999999999
SO - 0002145,2019-01-21,10783.65
SO - 0002146,2019-01-21,11945.429999999998
SO - 0002147,2019-01-21,21346.2
SO - 0002148,2019-01-21,4888.32
SO - 0002149,2019-01-22,20309.04
SO - 0002150,2019-01-22,2106.8149999999996
SO - 0002151,2019-01-22,10393.04
SO - 0002152,2019-01-22,3656.525
SO - 0002153,2019-01-22,1917.54
SO - 0002154,2019-01-23,11036.909999999998
SO - 0002155,2019-01-23,7383.4
SO - 0002156,2019-01-23,2036.8
SO - 0002157,2019-01-23,814.72
SO - 0002158,2019-01-23,3129.7375
SO - 0002159,2019-01-23,954.75
SO - 0002160,2019-01-23,1012.0349999999999
SO - 0002161,2019-01-23,301.5
SO - 0002162,2019-01-23,4009.28
SO - 0002163,2019-01-23,32529.839999999997
SO - 0002164,2019-01-24,14333.98
SO - 0002165,2019-01-24,3309.7999999999997
SO - 0002166,2019-01-24,7784.060000000001
SO - 0002167,2019-01-24,192.1225
SO - 0002168,2019-01-24,4612.95
SO - 0002169,2019-01-25,1902.13
SO - 0002170,2019-01-25,6825.96
SO - 0002171,2019-01-25,8176.680000000001
SO - 0002172,2019-01-25,21021.920000000002
SO - 0002173,2019-01-25,985.4025
SO - 0002174,2019-01-25,9802.1
SO - 0002175,2019-01-26,22112.010000000002
SO - 0002176,2019-01-26,10439.939999999999
SO - 0002177,2019-01-26,4470.24
SO - 0002178,2019-01-26,3169.77
SO - 0002179,2019-01-26,5875.23
SO - 0002180,2019-01-26,6925.12
SO - 0002181,2019-01-27,5365.695
SO - 0002182,2019-01-27,6458.129999999999
SO - 0002183,2019-01-27,21765.620000000003
SO - 0002184,2019-01-27,956.7599999999999
SO - 0002185,2019-01-27,5246.1
SO - 0002186,2019-01-27,34261.12
SO - 0002187,2019-01-27,25072.74
SO - 0002188,2019-01-27,1078.3650000000002
SO - 0002189,2019-01-27,9246.0
SO - 0002190,2019-01-27,5627.330000000001
SO - 0002191,2019-01-27,11762.52
SO - 0002192,2019-01-28,29279.0
SO - 0002193,2019-01-28,11236.067500000001
SO - 0002194,2019-01-28,5628.0
SO - 0002195,2019-01-28,4648.125
SO - 0002196,2019-01-28,4666.717500000001
SO - 0002197,2019-01-28,28027.44
SO - 0002198,2019-01-28,10745.460000000001
SO - 0002199,2019-01-28,1065.97
SO - 0002200,2019-01-28,3437.1
SO - 0002201,2019-01-28,11031.550000000001
SO - 0002202,2019-01-28,10765.057500000003
SO - 0002203,2019-01-28,28260.600000000002
SO - 0002204,2019-01-28,1344.8574999999998
SO - 0002205,2019-01-28,4090.3500000000004
SO - 0002206,2019-01-28,470.3399999999999
SO - 0002207,2019-01-28,942.02
SO - 0002208,2019-01-29,18691.66
SO - 0002209,2019-01-29,18910.079999999998
SO - 0002210,2019-01-29,2200.1125
SO - 0002211,2019-01-29,4824.0
SO - 0002212,2019-01-29,7345.21
SO - 0002213,2019-01-29,4850.129999999999
SO - 0002214,2019-01-29,1700.46
SO - 0002215,2019-01-29,1193.94
SO - 0002216,2019-01-29,2659.23
SO - 0002217,2019-01-29,1016.39
SO - 0002218,2019-01-30,5867.19
SO - 0002219,2019-01-30,5218.295
SO - 0002220,2019-01-30,905.5049999999999
SO - 0002221,2019-01-30,4763.7
SO - 0002222,2019-01-30,9949.5
SO - 0002223,2019-01-31,18394.180000000004
SO - 0002224,2019-01-31,14378.2
SO - 0002225,2019-01-31,10374.615
SO - 0002226,2019-01-31,6941.200000000001
SO - 0002227,2019-01-31,4487.66
SO - 0002228,2019-01-31,16287.699999999999
SO - 0002229,2019-01-31,9286.199999999999
SO - 0002230,2019-02-01,1029.12
SO - 0002231,2019-02-01,18560.34
SO - 0002232,2019-02-01,2696.75
SO - 0002233,2019-02-01,9452.025
SO - 0002234,2019-02-01,3188.8650000000002
SO - 0002235,2019-02-02,2020.385
SO - 0002236,2019-02-02,15995.245
SO - 0002237,2019-02-02,1246.2
SO - 0002238,2019-02-02,5571.719999999999
SO - 0002239,2019-02-02,12029.849999999999
SO - 0002240,2019-02-03,4594.86
SO - 0002241,2019-02-03,5136.554999999999
SO - 0002242,2019-02-03,6838.020000000001
SO - 0002243,2019-02-03,11435.56
SO - 0002244,2019-02-03,27083.074999999997
SO - 0002245,2019-02-03,557.4399999999999
SO - 0002246,2019-02-03,1917.54
SO - 0002247,2019-02-03,5969.7
SO - 0002248,2019-02-03,711.875
SO - 0002249,2019-02-04,23637.600000000002
SO - 0002250,2019-02-04,3904.425
SO - 0002251,2019-02-04,6823.28
SO - 0002252,2019-02-04,3704.43
SO - 0002253,2019-02-04,917.23
SO - 0002254,2019-02-04,2158.405
SO - 0002255,2019-02-04,973.0075000000002
SO - 0002256,2019-02-05,2186.8800000000006
SO - 0002257,2019-02-05,10858.020000000002
SO - 0002258,2019-02-05,4617.1375
SO - 0002259,2019-02-05,5881.259999999999
SO - 0002260,2019-02-05,9913.32
SO - 0002261,2019-02-05,984.9
SO - 0002262,2019-02-05,2151.37
SO - 0002263,2019-02-05,1760.7600000000002
SO - 0002264,2019-02-05,14539.335
SO - 0002265,2019-02-05,6418.265
SO - 0002266,2019-02-05,3475.2899999999995
SO - 0002267,2019-02-06,986.5749999999999
SO - 0002268,2019-02-06,18744.925
SO - 0002269,2019-02-06,5034.714999999999
SO - 0002270,2019-02-06,12062.009999999998
SO - 0002271,2019-02-06,683.4
SO - 0002272,2019-02-06,8428.6
SO - 0002273,2019-02-06,6492.299999999999
SO - 0002274,2019-02-06,347.06
SO - 0002275,2019-02-06,11778.6
SO - 0002276,2019-02-06,7128.799999999999
SO - 0002277,2019-02-07,20637.675
SO - 0002278,2019-02-07,9394.74
SO - 0002279,2019-02-07,26605.699999999997
